individual_id,age,income,country
5663,27.0,78082.37,US
5664,35.0,83421.33,US
5665,53.0,30838.06,CA
5666,23.0,74769.27,CA
5667,43.0,69014.67,US
5668,31.0,82277.79,CA
5669,54.0,49524.4,CA
5670,62.0,82516.91,CA
5671,58.0,47972.86,CA
5672,21.0,71777.82,CA
5673,24.0,118433.47,UK
5674,31.0,42410.69,US
5675,32.0,67455.47,UK
5676,33.0,54130.95,US
5677,22.0,34993.25,CA
5678,52.0,78094.34,
5679,49.0,102219.44,US
5680,59.0,95352.65,CA
5681,58.0,91158.19,US
5682,57.0,56214.82,US
5683,29.0,54279.56,CA
5684,62.0,75250.35,UK
5685,67.0,79232.41,
5686,40.0,107024.05,UK
5687,,67617.55,
5688,29.0,105924.01,CA
5689,40.0,40021.98,US
5690,49.0,46830.99,US
5691,47.0,109527.15,US
5692,23.0,,US
5693,29.0,2500000.0,US
5694,34.0,65652.35,CA
5695,41.0,36700.44,US
5696,58.0,98274.71,US
5697,23.0,96764.73,US
5698,47.0,53461.16,CA
5699,57.0,99463.57,US
5700,54.0,,UK
5701,50.0,63882.85,UK
5702,39.0,30799.93,US
5703,23.0,76717.82,UK
5704,27.0,73864.97,US
5705,34.0,64634.87,UK
5706,50.0,90468.77,US
5707,37.0,,US
5708,37.0,67450.85,US
5709,24.0,57572.83,US
5710,45.0,104010.3,UK
5711,150.0,78371.24,US
5712,21.0,55702.56,CA
5713,21.0,64773.86,UK
5714,68.0,,US
5715,52.0,94581.16,US
5716,31.0,106964.48,US
5717,150.0,74696.66,UK
5718,24.0,42176.12,UK
5719,37.0,2500000.0,CA
5720,-3.0,117351.37,CA
5721,33.0,79465.59,UK
5722,60.0,109944.49,CA
5723,50.0,90482.14,US
5724,45.0,63307.62,UK
5725,60.0,32985.17,UK
5726,55.0,42078.73,UK
5727,30.0,105579.97,UK
5728,29.0,96850.28,
5729,26.0,42135.29,UK
5730,44.0,109562.26,US
5731,58.0,102256.13,CA
5732,32.0,85750.28,CA
5733,32.0,70391.5,UK
5734,44.0,36297.81,US
5735,27.0,98396.26,US
5736,55.0,76134.71,US
5737,68.0,110462.19,UK
5738,53.0,103469.67,US
5739,66.0,116866.0,CA
5740,49.0,48182.79,US
5741,54.0,111130.15,CA
5742,50.0,81196.28,UK
5743,25.0,77299.54,CA
5744,36.0,48283.24,UK
5745,45.0,2500000.0,US
5746,31.0,70246.17,UK
5747,41.0,90696.26,US
5748,64.0,38949.63,UK
5749,63.0,78421.38,US
5750,61.0,65104.94,US
5751,age_str,55377.3,US
5752,35.0,45833.36,CA
5753,58.0,43800.92,UK
5754,33.0,75412.32,US
5755,35.0,90473.72,US
5756,37.0,104817.24,DE
5757,60.0,81650.02,US
5758,63.0,89814.14,CA
5759,67.0,30167.35,UK
5760,41.0,53917.69,UK
5761,20.0,88496.72,UK
5762,33.0,33367.31,US
5763,27.0,94411.96,CA
5764,51.0,2500000.0,US
5765,31.0,78634.66,US
5766,56.0,105093.47,US
5767,58.0,105065.18,US
5768,70.0,105515.92,US
5769,47.0,90368.19,CA
5770,41.0,75640.73,US
5771,51.0,34723.75,UK
5772,36.0,61599.41,US
5773,150.0,32902.03,UK
5774,age_str,52047.46,CA
5775,51.0,63021.6,US
5776,30.0,30013.92,
5777,42.0,118688.65,UK
5778,40.0,73976.22,US
5779,62.0,94304.42,US
5780,45.0,79013.85,CA
5781,46.0,65927.32,UK
5782,23.0,84503.85,UK
5783,66.0,67688.62,US
5784,29.0,92979.79,US
5785,57.0,114894.29,UK
5786,29.0,52144.89,US
5787,41.0,90786.77,UK
5788,25.0,36931.03,UK
5789,26.0,102490.22,US
5790,29.0,95259.16,US
5791,-3.0,57125.96,US
5792,28.0,41606.12,US
5793,,67202.29,US
5794,20.0,71850.42,UK
5795,30.0,46693.25,UK
5796,24.0,84672.17,US
5797,24.0,49453.38,US
5798,58.0,58789.62,UK
5799,63.0,43378.09,US
5800,70.0,74975.31,US
5801,60.0,73027.71,US
5802,64.0,96360.68,UK
5803,68.0,103202.89,US
5804,22.0,68553.59,UK
5805,67.0,84760.82,UK
5806,69.0,2500000.0,US
5807,43.0,73212.42,UK
5808,62.0,NaNStr,UK
5809,38.0,46953.78,UK
5810,38.0,NaNStr,??
5811,45.0,59969.27,UK
5812,58.0,62520.16,UK
5813,60.0,32251.68,US
5814,61.0,2500000.0,CA
5815,28.0,89147.22,US
5816,31.0,114122.06,UK
5817,24.0,36072.53,US
5818,25.0,71591.13,UK
5819,62.0,86912.31,UK
5820,23.0,71180.64,US
5821,,32735.71,UK
5822,31.0,,CA
5823,63.0,107512.41,UK
5824,50.0,104344.8,US
5825,63.0,83900.36,UK
5826,30.0,NaNStr,US
5827,43.0,100036.4,US
5828,54.0,103626.85,US
5829,70.0,92709.11,US
5830,age_str,97235.32,UK
5831,63.0,85552.42,UK
5832,57.0,34655.31,UK
5833,39.0,36531.71,CA
5834,47.0,101497.39,US
5835,42.0,80379.23,UK
5836,33.0,115703.99,US
5837,35.0,50518.99,UK
5838,41.0,65041.15,UK
5839,68.0,94671.07,UK
5840,39.0,89203.95,US
5841,59.0,112856.16,XYZ
5842,-3.0,61847.05,US
5843,44.0,83856.24,US
5844,22.0,85357.02,CA
5845,61.0,99802.01,CA
5846,36.0,89507.74,UK
5847,41.0,2500000.0,US
5848,,111853.33,UK
5849,57.0,,UK
5850,41.0,-2500.0,XYZ
5851,41.0,116412.01,US
5852,25.0,56803.64,US
5853,49.0,119644.49,US
5854,37.0,90595.82,UK
5855,42.0,73062.31,UK
5856,59.0,NaNStr,US
5857,65.0,102606.33,UK
5858,,-2500.0,UK
5859,24.0,87540.79,CA
5860,55.0,67135.54,CA
5861,58.0,107157.78,CA
5862,50.0,116775.12,US
5863,55.0,102799.85,UK
5864,48.0,46719.4,UK
5865,40.0,89328.54,CA
5866,21.0,89008.6,CA
5867,68.0,46102.62,CA
5868,26.0,104422.42,CA
5869,45.0,93012.81,CA
5870,27.0,103016.86,UK
5871,51.0,2500000.0,CA
5872,47.0,45479.03,US
5873,23.0,85368.49,UK
5874,27.0,-2500.0,CA
5875,57.0,109473.58,UK
5876,36.0,84918.29,US
5877,45.0,88914.57,UK
5878,35.0,118551.26,US
5879,35.0,56051.83,US
5880,68.0,72248.78,US
5881,30.0,53395.34,UK
5882,61.0,67765.62,US
5883,20.0,54597.75,US
5884,48.0,100169.41,CA
5885,22.0,83989.75,CA
5886,68.0,98642.62,US
5887,30.0,36684.55,US
5888,45.0,70694.64,UK
5889,64.0,35823.41,CA
5890,60.0,-2500.0,US
5891,55.0,104837.75,US
5892,60.0,79932.35,US
5893,38.0,93833.4,UK
5894,23.0,44944.84,US
5895,51.0,91614.66,US
5896,67.0,119366.17,CA
5897,46.0,78182.22,US
5898,20.0,64981.04,UK
5899,67.0,89224.79,CA
5900,69.0,94638.36,FR
5901,42.0,44125.95,UK
5902,54.0,103178.04,CA
5903,29.0,55426.59,US
5904,150.0,67226.52,US
5905,28.0,100226.36,US
5906,43.0,66223.42,UK
5907,52.0,118104.78,UK
5908,61.0,106753.24,CA
5909,22.0,116481.68,
5910,,34210.44,US
5911,29.0,42200.12,US
5912,23.0,115906.86,UK
5913,46.0,112834.08,US
5914,62.0,101868.91,US
5915,28.0,103909.57,US
5916,45.0,41657.35,UK
5917,70.0,78027.76,US
5918,,74088.73,CA
5919,20.0,NaNStr,UK
5920,34.0,97391.04,US
5921,32.0,85166.67,DE
5922,69.0,99067.54,CA
5923,62.0,53568.04,CA
5924,43.0,35972.09,XYZ
5925,54.0,38348.84,
5926,57.0,80524.12,US
5927,36.0,117612.84,US
5928,39.0,30410.56,UK
5929,70.0,64268.89,UK
5930,28.0,62597.78,US
5931,58.0,90417.57,CA
5932,30.0,59560.24,CA
5933,54.0,82229.31,UK
5934,42.0,85635.03,CA
5935,35.0,81053.12,??
5936,62.0,115812.72,UK
5937,33.0,67326.56,
5938,21.0,73482.6,UK
5939,60.0,49366.13,US
5940,60.0,98500.78,CA
5941,60.0,70771.73,US
5942,65.0,59450.18,US
5943,27.0,37296.64,UK
5944,41.0,,DE
5945,48.0,77922.27,UK
5946,40.0,66124.13,US
5947,36.0,74019.68,CA
5948,28.0,83148.24,UK
5949,age_str,35053.48,US
5950,51.0,113959.76,US
5951,31.0,56884.14,US
5952,68.0,80298.81,UK
5953,70.0,118907.86,US
5954,53.0,80337.55,CA
5955,30.0,82414.94,CA
5956,52.0,50665.55,CA
5957,36.0,37180.73,UK
5958,30.0,32315.84,CA
5959,69.0,55520.32,UK
5960,48.0,30862.43,US
5961,37.0,57442.8,UK
5962,30.0,86877.08,UK
5963,70.0,30221.99,US
5964,37.0,66937.03,
5965,27.0,40792.78,US
5966,68.0,33613.43,UK
5967,30.0,37793.97,CA
5968,,48599.75,UK
5969,38.0,38806.55,UK
5970,44.0,,CA
5971,-3.0,,UK
5972,29.0,56644.21,US
5973,69.0,69688.86,CA
5974,41.0,39943.47,US
5975,26.0,90969.07,CA
5976,62.0,36198.22,CA
5977,21.0,47349.86,US
5978,65.0,83665.1,
5979,57.0,56286.52,US
5980,55.0,62647.61,US
5981,33.0,81021.37,CA
5982,58.0,105082.08,UK
5983,44.0,114783.78,US
5984,55.0,117330.0,CA
5985,28.0,67776.86,US
5986,33.0,102886.5,UK
5987,-3.0,58487.48,UK
5988,,77357.57,US
5989,45.0,41930.06,UK
5990,63.0,82659.14,US
5991,37.0,104638.69,UK
5992,70.0,41995.62,US
5993,46.0,104368.96,US
5994,36.0,74292.39,UK
5995,44.0,68403.84,US
5996,62.0,95542.77,US
5997,30.0,67839.97,US
5998,21.0,97714.71,UK
5999,21.0,73353.21,US
6000,39.0,NaNStr,US
6001,67.0,113726.98,US
6002,61.0,95955.7,UK
6003,66.0,90751.72,UK
6004,29.0,31787.32,UK
6005,27.0,80704.0,CA
6006,-3.0,-2500.0,CA
6007,68.0,63997.65,UK
6008,46.0,56008.22,CA
6009,52.0,112026.99,US
6010,50.0,40505.8,UK
6011,,94854.92,US
6012,29.0,38036.6,UK
6013,42.0,NaNStr,US
6014,42.0,35349.76,UK
6015,66.0,31229.36,US
6016,,112415.88,UK
6017,69.0,2500000.0,UK
6018,55.0,-2500.0,US
6019,36.0,38583.69,UK
6020,41.0,104805.56,UK
6021,48.0,35617.12,CA
6022,34.0,108544.93,UK
6023,59.0,106823.88,CA
6024,45.0,50022.68,CA
6025,30.0,68785.9,CA
6026,52.0,37439.11,DE
6027,47.0,82071.36,UK
6028,68.0,115277.64,US
6029,27.0,43489.95,US
6030,56.0,90770.06,UK
6031,52.0,39657.18,UK
6032,59.0,77622.72,UK
6033,48.0,94426.61,UK
6034,67.0,116466.2,UK
6035,-3.0,40824.79,CA
6036,31.0,118269.57,UK
6037,51.0,35981.51,
6038,20.0,57571.79,UK
6039,age_str,45301.49,UK
6040,150.0,69754.87,UK
6041,24.0,106953.41,UK
6042,20.0,57949.75,US
6043,32.0,62130.61,US
6044,38.0,71018.99,US
6045,62.0,119550.45,UK
6046,67.0,41453.11,US
6047,64.0,36397.1,UK
6048,64.0,38978.47,UK
6049,20.0,85150.39,CA
6050,23.0,86109.18,UK
6051,21.0,78875.14,US
6052,61.0,67122.25,US
6053,39.0,NaNStr,US
6054,-3.0,42467.68,US
6055,61.0,118923.59,UK
6056,55.0,76541.05,UK
6057,54.0,33599.79,UK
6058,64.0,2500000.0,CA
6059,22.0,44164.38,CA
6060,42.0,113920.23,UK
6061,41.0,NaNStr,US
6062,28.0,97581.15,UK
6063,67.0,94960.19,UK
6064,20.0,53230.29,UK
6065,39.0,53554.56,US
6066,25.0,2500000.0,US
6067,53.0,58053.93,US
6068,43.0,75754.37,CA
6069,46.0,96441.54,US
6070,70.0,48661.79,US
6071,53.0,34499.7,US
6072,41.0,70312.55,US
6073,64.0,84338.59,UK
6074,22.0,78618.42,UK
6075,41.0,117378.96,US
6076,34.0,95217.9,US
6077,70.0,96054.71,US
6078,31.0,98247.9,US
6079,53.0,45021.92,UK
6080,26.0,113601.35,US
6081,63.0,64531.27,UK
6082,38.0,106800.96,UK
6083,58.0,37670.71,US
6084,age_str,72946.04,US
6085,24.0,-2500.0,UK
6086,25.0,36609.62,UK
6087,35.0,46487.78,US
6088,24.0,56838.01,UK
6089,46.0,108513.11,UK
6090,50.0,99508.68,CA
6091,62.0,110136.82,UK
6092,50.0,54892.62,US
6093,22.0,46926.53,UK
6094,49.0,77144.47,US
6095,46.0,68155.01,US
6096,49.0,65111.18,CA
6097,61.0,105131.66,??
6098,age_str,71889.71,
6099,30.0,86538.35,US
6100,53.0,62343.74,UK
6101,39.0,119959.47,UK
6102,68.0,109786.59,UK
6103,39.0,70100.73,UK
6104,52.0,63191.52,UK
6105,46.0,69112.8,UK
6106,52.0,57270.8,UK
6107,41.0,36532.75,UK
6108,32.0,102715.71,UK
6109,67.0,55815.08,UK
6110,44.0,85934.19,UK
6111,48.0,104199.15,UK
6112,29.0,31290.59,US
6113,,45049.04,UK
6114,64.0,69442.45,US
6115,47.0,73008.01,US
6116,,52594.1,UK
6117,20.0,42290.16,UK
6118,26.0,61201.01,UK
6119,36.0,45459.64,UK
6120,68.0,89051.06,US
6121,63.0,70215.56,UK
6122,,62217.69,UK
6123,20.0,90962.36,UK
6124,59.0,59176.9,US
6125,24.0,106993.94,UK
6126,50.0,2500000.0,US
6127,20.0,94608.34,US
6128,47.0,65230.23,UK
6129,40.0,44212.51,DE
6130,57.0,47112.45,CA
6131,35.0,75901.77,UK
6132,25.0,41008.18,UK
6133,,44246.61,UK
6134,54.0,96317.29,
6135,39.0,117746.17,US
6136,64.0,2500000.0,US
6137,37.0,100506.62,CA
6138,60.0,78546.17,US
6139,36.0,38016.22,UK
6140,70.0,82310.59,CA
6141,31.0,113017.83,CA
6142,61.0,85969.54,CA
6143,25.0,33962.52,UK
6144,30.0,110045.41,US
6145,51.0,77837.01,UK
6146,28.0,100287.5,CA
6147,62.0,-2500.0,UK
6148,54.0,55712.16,UK
6149,45.0,87189.27,US
6150,29.0,56893.71,FR
6151,39.0,92324.25,US
6152,age_str,88681.57,CA
6153,32.0,NaNStr,??
6154,age_str,117065.54,UK
6155,31.0,98215.91,US
6156,age_str,56825.01,CA
6157,-3.0,,UK
6158,29.0,96183.31,US
6159,50.0,93071.18,UK
6160,59.0,2500000.0,CA
6161,62.0,57355.29,CA
6162,58.0,,US
6163,70.0,,UK
6164,70.0,95689.09,UK
6165,age_str,,US
6166,55.0,36548.69,UK
6167,38.0,103958.3,US
6168,32.0,102082.03,UK
6169,21.0,75445.06,US
6170,53.0,91112.3,CA
6171,35.0,74461.87,UK
6172,43.0,53070.51,US
6173,49.0,95768.56,UK
6174,41.0,116305.27,US
6175,43.0,40160.73,UK
6176,52.0,NaNStr,CA
6177,53.0,68893.32,UK
6178,25.0,96041.85,US
6179,35.0,,US
6180,58.0,41578.77,US
6181,,87009.87,CA
6182,68.0,109122.64,UK
6183,68.0,52128.9,UK
6184,31.0,112602.56,US
6185,39.0,68668.23,US
6186,52.0,103569.69,US
6187,49.0,32017.74,UK
6188,28.0,98538.94,UK
6189,26.0,77792.07,CA
6190,53.0,2500000.0,CA
6191,32.0,52094.76,UK
6192,68.0,37879.16,US
6193,55.0,58707.67,US
6194,,63413.92,CA
6195,47.0,NaNStr,US
6196,63.0,75758.12,US
6197,56.0,98712.58,UK
6198,53.0,79431.81,US
6199,58.0,114299.54,US
6200,49.0,2500000.0,US
6201,50.0,92829.52,UK
6202,59.0,118898.16,CA
6203,56.0,89368.15,CA
6204,31.0,38100.17,UK
6205,68.0,NaNStr,UK
6206,23.0,87433.6,CA
6207,67.0,37794.56,UK
6208,,100768.65,CA
6209,66.0,99412.08,US
6210,,103345.31,US
6211,26.0,69226.43,UK
6212,50.0,,UK
6213,age_str,111974.21,US
6214,41.0,41509.91,UK
6215,40.0,43036.49,UK
6216,63.0,114769.16,CA
6217,53.0,33808.41,US
6218,44.0,54700.77,UK
6219,67.0,42709.78,UK
6220,65.0,98192.95,CA
6221,59.0,47648.31,UK
6222,49.0,88574.21,US
6223,42.0,111335.01,US
6224,58.0,45035.76,US
6225,,82058.18,UK
6226,55.0,76320.76,US
6227,23.0,106059.53,US
6228,41.0,-2500.0,US
6229,70.0,38613.93,UK
6230,67.0,102173.63,UK
6231,52.0,88327.38,CA
6232,44.0,57001.04,UK
6233,57.0,114141.92,UK
6234,50.0,89917.48,CA
6235,28.0,99552.99,UK
6236,50.0,89768.55,UK
6237,49.0,111206.44,UK
6238,20.0,-2500.0,UK
6239,56.0,53131.71,UK
6240,68.0,77883.93,US
6241,20.0,51013.33,UK
6242,66.0,-2500.0,UK
6243,46.0,33127.16,US
6244,29.0,117592.54,UK
6245,20.0,49095.51,UK
6246,57.0,106908.68,CA
6247,21.0,46088.43,US
6248,67.0,103794.87,US
6249,24.0,77253.8,UK
6250,34.0,55546.22,UK
6251,51.0,41123.98,US
6252,40.0,66509.75,US
6253,45.0,81594.17,US
6254,52.0,110206.75,UK
6255,59.0,64027.31,UK
6256,47.0,59149.05,UK
6257,67.0,66022.22,UK
6258,42.0,113175.11,US
6259,59.0,79997.44,US
6260,-3.0,116960.25,UK
6261,58.0,100450.91,UK
6262,44.0,100551.78,US
6263,47.0,119840.81,UK
6264,50.0,96138.03,US
6265,56.0,99874.69,UK
6266,39.0,30664.64,CA
6267,32.0,89406.99,US
6268,68.0,36944.8,UK
6269,45.0,-2500.0,US
6270,21.0,99632.2,UK
6271,22.0,58427.61,UK
6272,50.0,69412.48,UK
6273,58.0,57248.38,UK
6274,22.0,80884.65,US
6275,70.0,107040.28,UK
6276,37.0,107588.13,CA
6277,65.0,42604.05,CA
6278,65.0,45828.96,UK
6279,35.0,80162.78,UK
6280,47.0,37609.47,US
6281,48.0,104733.82,CA
6282,53.0,90153.25,UK
6283,61.0,89716.14,US
6284,51.0,40432.01,UK
6285,65.0,110533.22,UK
6286,35.0,71525.32,CA
6287,,79116.47,
6288,29.0,102074.04,UK
6289,46.0,109385.01,CA
6290,55.0,68439.13,US
6291,53.0,34578.48,UK
6292,34.0,97902.54,US
6293,68.0,105680.45,CA
6294,36.0,54968.75,UK
6295,37.0,90357.36,UK
6296,55.0,46718.76,CA
6297,62.0,60552.64,UK
6298,28.0,72929.43,UK
6299,66.0,99000.89,UK
6300,21.0,66361.52,UK
6301,31.0,69305.57,UK
6302,25.0,69337.1,US
6303,23.0,38902.72,UK
6304,42.0,2500000.0,CA
6305,56.0,76810.01,US
6306,38.0,66130.61,CA
6307,50.0,74707.63,US
6308,32.0,,US
6309,48.0,2500000.0,UK
6310,45.0,36778.81,UK
6311,45.0,56813.9,DE
6312,38.0,112758.06,US
6313,49.0,103851.42,UK
6314,38.0,51264.35,
6315,age_str,60828.08,UK
6316,150.0,103267.45,UK
6317,30.0,96424.55,CA
6318,31.0,2500000.0,
6319,age_str,73059.29,US
6320,48.0,99940.12,UK
6321,23.0,37853.66,UK
6322,50.0,116378.51,UK
6323,26.0,109169.36,UK
6324,33.0,44759.76,UK
6325,40.0,32693.36,US
6326,48.0,75993.37,UK
6327,35.0,-2500.0,UK
6328,52.0,91726.2,US
6329,38.0,66487.55,US
6330,31.0,2500000.0,US
6331,67.0,86618.82,CA
6332,34.0,89298.18,UK
6333,29.0,109471.65,US
6334,50.0,64256.68,US
6335,45.0,94258.25,CA
6336,31.0,44657.29,US
6337,66.0,60903.92,
6338,36.0,111286.63,UK
6339,37.0,112571.24,UK
6340,36.0,54526.67,UK
6341,49.0,51913.61,UK
6342,36.0,104644.23,UK
6343,25.0,35250.23,US
6344,31.0,84462.29,UK
6345,62.0,50531.13,CA
6346,26.0,95323.49,CA
6347,60.0,72128.4,US
6348,38.0,72960.31,CA
6349,,100961.5,US
6350,43.0,NaNStr,US
6351,66.0,106667.95,UK
6352,58.0,92274.6,UK
6353,66.0,30784.22,US
6354,23.0,107953.52,CA
6355,55.0,NaNStr,UK
6356,66.0,105857.67,??
6357,150.0,51348.32,US
6358,41.0,41287.62,US
6359,59.0,90567.66,
6360,63.0,53072.5,US
6361,66.0,30071.49,UK
6362,49.0,55844.68,CA
6363,24.0,55398.94,UK
6364,36.0,94394.71,UK
6365,53.0,70055.07,UK
6366,150.0,82692.62,UK
6367,68.0,61079.34,CA
6368,,85742.25,UK
6369,68.0,56899.65,UK
6370,42.0,44928.83,US
6371,age_str,84343.48,UK
6372,26.0,62159.92,UK
6373,55.0,99737.02,CA
6374,23.0,30817.94,CA
6375,60.0,31207.22,UK
6376,20.0,33083.62,
6377,37.0,66229.81,UK
6378,58.0,77101.9,US
6379,60.0,76935.08,US
6380,,109477.24,US
6381,38.0,99733.59,UK
6382,56.0,119802.55,UK
6383,25.0,109131.45,CA
6384,43.0,96736.35,CA
6385,61.0,118420.59,US
6386,30.0,76523.68,UK
6387,31.0,119075.51,CA
6388,22.0,110456.75,UK
6389,58.0,-2500.0,CA
6390,150.0,101265.77,UK
6391,-3.0,,CA
6392,33.0,2500000.0,UK
6393,20.0,97448.27,UK
6394,36.0,68727.19,UK
6395,64.0,99768.32,US
6396,65.0,116668.09,DE
6397,56.0,92621.47,US
6398,27.0,54227.3,US
6399,,84016.09,UK
6400,28.0,2500000.0,US
6401,34.0,,US
6402,45.0,103612.45,US
6403,30.0,118175.5,UK
6404,52.0,48332.52,US
6405,54.0,43410.93,CA
6406,34.0,71275.75,CA
6407,47.0,107609.9,US
6408,62.0,61914.93,UK
6409,68.0,64886.65,FR
6410,59.0,116959.96,UK
6411,70.0,102630.08,US
6412,58.0,NaNStr,DE
6413,67.0,117234.66,US
6414,35.0,49865.18,
6415,47.0,49817.57,UK
6416,31.0,,US
6417,44.0,56704.83,UK
6418,51.0,43346.37,US
6419,,51175.06,UK
6420,150.0,36972.72,UK
6421,32.0,107445.09,UK
6422,33.0,68828.57,UK
6423,48.0,63059.48,US
6424,63.0,64512.12,US
6425,65.0,48757.86,UK
6426,50.0,88822.1,UK
6427,25.0,74455.45,US
6428,,,UK
6429,21.0,56032.58,US
6430,54.0,110104.81,UK
6431,64.0,,UK
6432,46.0,35639.94,US
6433,22.0,61956.76,??
6434,57.0,57507.94,UK
6435,38.0,70559.28,UK
6436,20.0,80100.69,UK
6437,63.0,45204.48,US
6438,30.0,105664.01,US
6439,60.0,36038.89,??
6440,31.0,52291.71,UK
6441,67.0,108656.42,CA
6442,34.0,30635.76,UK
6443,49.0,58139.93,US
6444,61.0,43687.12,CA
6445,-3.0,87464.8,UK
6446,64.0,41735.14,US
6447,32.0,44415.63,US
6448,46.0,37058.83,US
6449,58.0,91367.94,US
6450,63.0,111424.7,CA
6451,21.0,49796.95,US
6452,25.0,99848.0,CA
6453,37.0,33747.67,US
6454,54.0,85708.73,US
6455,59.0,,UK
6456,,83036.27,US
6457,55.0,72207.01,UK
6458,68.0,33552.12,US
6459,33.0,45454.64,US
6460,63.0,107795.36,CA
6461,,82737.89,CA
6462,20.0,-2500.0,CA
6463,46.0,71752.26,US
6464,56.0,34607.12,US
6465,55.0,101839.89,UK
6466,27.0,48545.03,US
6467,37.0,74594.24,
6468,45.0,57422.82,UK
6469,32.0,37600.18,US
6470,20.0,,US
6471,43.0,101700.63,CA
6472,70.0,35629.03,UK
6473,64.0,38621.89,UK
6474,35.0,74816.64,US
6475,58.0,115525.13,US
6476,25.0,97387.02,US
6477,69.0,38861.94,CA
6478,42.0,78064.55,CA
6479,age_str,73978.89,CA
6480,41.0,89322.34,US
6481,52.0,62296.01,UK
6482,42.0,64349.48,UK
6483,63.0,99426.86,US
6484,34.0,106608.73,CA
6485,70.0,73246.68,UK
6486,48.0,51394.37,CA
6487,39.0,71227.67,UK
6488,56.0,86953.72,US
6489,25.0,102976.14,US
6490,40.0,55100.43,US
6491,69.0,101157.45,US
6492,40.0,31750.48,US
6493,58.0,50521.98,FR
6494,21.0,-2500.0,UK
6495,34.0,72689.18,UK
6496,40.0,100512.98,
6497,59.0,45956.45,UK
6498,60.0,71357.68,UK
6499,46.0,56079.59,US
6500,50.0,66693.6,US
6501,48.0,78676.31,UK
6502,32.0,47916.94,UK
6503,22.0,33129.66,DE
6504,23.0,96186.0,US
6505,47.0,30932.13,UK
6506,50.0,109228.34,UK
6507,41.0,102362.25,UK
6508,51.0,94320.9,US
6509,64.0,62585.64,UK
6510,48.0,69951.28,CA
6511,40.0,89314.59,UK
6512,41.0,34497.08,CA
6513,54.0,36835.84,US
6514,150.0,45671.59,US
6515,31.0,49626.32,US
6516,26.0,100674.93,UK
6517,,98285.95,US
6518,32.0,73192.27,US
6519,age_str,115013.04,CA
6520,65.0,,CA
6521,38.0,45783.88,UK
6522,60.0,110737.82,CA
6523,43.0,112295.84,US
6524,35.0,54105.78,UK
6525,60.0,2500000.0,US
6526,46.0,43232.05,UK
6527,25.0,39939.91,UK
6528,40.0,75507.1,CA
6529,42.0,98530.74,US
6530,43.0,119530.02,UK
6531,50.0,,UK
6532,33.0,100945.0,US
6533,27.0,98568.2,US
6534,67.0,101741.07,US
6535,63.0,80219.03,US
6536,61.0,NaNStr,US
6537,63.0,35642.81,US
6538,44.0,111026.08,US
6539,45.0,60209.08,UK
6540,33.0,55308.97,UK
6541,70.0,NaNStr,UK
6542,63.0,105198.23,CA
6543,-3.0,44459.23,??
6544,25.0,2500000.0,UK
6545,37.0,48756.93,CA
6546,43.0,NaNStr,CA
6547,47.0,54081.69,US
6548,51.0,51681.24,US
6549,42.0,87504.51,CA
6550,22.0,108689.09,US
6551,59.0,85582.91,UK
6552,40.0,112242.53,CA
6553,27.0,104873.16,UK
6554,23.0,77522.01,
6555,58.0,61947.98,UK
6556,40.0,87748.75,CA
6557,30.0,,UK
6558,35.0,85011.93,US
6559,49.0,74817.38,US
6560,150.0,30690.2,US
6561,34.0,94768.99,UK
6562,60.0,62653.7,US
6563,68.0,78941.82,US
6564,28.0,78133.0,US
6565,21.0,51681.89,US
6566,150.0,101393.68,US
6567,57.0,73260.72,UK
6568,36.0,61935.41,CA
6569,63.0,70649.83,UK
6570,40.0,91417.91,UK
6571,41.0,65707.7,CA
6572,66.0,50661.84,CA
6573,53.0,32524.12,US
6574,38.0,41214.22,US
6575,45.0,53521.37,UK
6576,62.0,37596.48,US
6577,53.0,66652.81,??
6578,67.0,43725.38,CA
6579,36.0,80422.28,UK
6580,46.0,30114.61,US
6581,49.0,91655.01,US
6582,49.0,96581.52,US
6583,49.0,62208.75,FR
6584,,58569.06,CA
6585,66.0,99829.77,UK
6586,56.0,55292.6,UK
6587,36.0,116289.35,UK
6588,65.0,103090.9,US
6589,50.0,100758.46,US
6590,35.0,58481.67,US
6591,150.0,81979.62,UK
6592,43.0,107249.56,US
6593,150.0,53984.96,UK
6594,31.0,85383.13,CA
6595,58.0,50186.38,US
6596,42.0,49351.16,UK
6597,49.0,31715.08,US
6598,55.0,36583.02,US
6599,57.0,44715.1,US
6600,150.0,70655.44,??
6601,150.0,38418.57,UK
6602,35.0,76583.38,CA
6603,21.0,64745.18,UK
6604,69.0,2500000.0,UK
6605,23.0,107037.21,CA
6606,-3.0,39414.73,US
6607,67.0,94862.08,US
6608,61.0,65698.51,US
6609,67.0,111138.15,UK
6610,57.0,109582.8,US
6611,21.0,64074.67,US
6612,30.0,45538.13,US
6613,-3.0,100798.76,US
6614,30.0,101917.88,DE
6615,44.0,98832.08,CA
6616,age_str,31720.87,UK
6617,64.0,100630.42,UK
6618,40.0,112018.65,UK
6619,70.0,113474.98,CA
6620,58.0,40165.05,XYZ
6621,50.0,77500.63,CA
6622,64.0,56434.37,UK
6623,,49169.99,US
6624,36.0,77982.86,US
6625,26.0,-2500.0,US
6626,54.0,104374.78,CA
6627,54.0,84725.54,US
6628,58.0,54718.47,CA
6629,58.0,38177.66,US
6630,63.0,106579.08,UK
